# 总表ID,物品名称,说明,物品等级,稀有度,图标ID,离开副本是否保留,材质,RANK,物品主类,物品中类,物品子类,绑定类型,拥有上限,携带上限,堆叠上限,农场精算点数,可否摧毁,购买价格,出售价格,是否商城道具,可否分解,物品过期时间,物品过期Tag,模型资源(男),模型资源(女),角色等级需求,种族需求,星级职业需求,星级等级需求,需求技能1ID,需求技能1等级MIN,需求技能1等级MAX,需求技能2ID,需求技能2等级MIN,需求技能2等级MAX,猎团等级需求,宠物等级需求,性别需求,可否升级Rank,Rank升级规则,可否升级等级,等级升级规则,可否升级,可否强化,可强化等级,可突破等级,突破所需强化等级,近远程类型,武器长度,初始孔数,最大孔数,攻击力,防御力,会心等级,最大斩味值,红色斩味数值,橙色斩味数值,黄色斩味数值,绿色斩味数值,蓝色斩味数值,白色斩味数值,紫色斩味数值,铜色斩味数值,银色斩味数值,金色斩味数值,耐久度,附加生命,水属性攻击力,火属性攻击力,雷属性攻击力,龙属性攻击力,冰属性攻击力,毒附加,眠附加,麻附加,爆破附加,水抗性,火抗性,雷抗性,龙抗性,冰抗性,力量,爆发,运气,体力,附加属性基因1ID,附加属性基因2ID,附加属性基因3ID,附加属性基因4ID,附加属性基因5ID,附加属性基因6ID,装备被动技1ID,值1,装备被动技2ID,值2,装备被动技3ID,值3,装备被动技4ID,值4,装备被动技5ID,值5,装备被动技6ID,值6,可否被偷窃,随机被动技大组,装填速度,晃动偏移,反动大小,射速,可用配件1,可用配件2,可用配件3,配件3参数,可用配件4,可用子弹1,子弹1装填数量,子弹1发射类型,子弹1后坐力,可用子弹2,子弹2装填数量,子弹2发射类型,子弹2后坐力,可用子弹3,子弹3装填数量,子弹3发射类型,子弹3后坐力,可用子弹4,子弹4装填数量,子弹4发射类型,子弹4后坐力,可用子弹5,子弹5装填数量,子弹5发射类型,子弹5后坐力,可用子弹6,子弹6装填数量,子弹6发射类型,子弹6后坐力,可用子弹7,子弹7装填数量,子弹7发射类型,子弹7后坐力,可用子弹8,子弹8装填数量,子弹8发射类型,子弹8后坐力,可用子弹9,子弹9装填数量,子弹9发射类型,子弹9后坐力,可用子弹10,子弹10装填数量,子弹10发射类型,子弹10后坐力,可用子弹11,子弹11装填数量,子弹11发射类型,子弹11后坐力,可用子弹12,子弹12装填数量,子弹12发射类型,子弹12后坐力,可用子弹13,子弹13装填数量,子弹13发射类型,子弹13后坐力,可用子弹14,子弹14装填数量,子弹14发射类型,子弹14后坐力,可用子弹15,子弹15装填数量,子弹15发射类型,子弹15后坐力,觉醒索引编号,觉醒等级1,觉醒等级2,觉醒等级3,突破特效1,突破特效2,突破特效3,强化规则,强化特效1,强化特效2,强化特效3,排序参数,染色规则,商城索引ID,是否投放,高跟鞋,套装ID,是否被幻化,是否幻化,幻化消耗,淬炼规则,淬炼等级上限,是否允许退火,升级消耗规则,等级提升上限,粘合剂id,粘合剂数量,是否为残兵,解绑道具,解绑道具数量,护石熔炼规则,直升规则集,攻击力成长,防御力成长,附加生命成长,水属性攻击力成长,火属性攻击力成长,雷属性攻击力成长,龙属性攻击力成长,冰属性攻击力成长,水抗性成长,火抗性成长,雷抗性成长,龙抗性成长,冰抗性成长,力量成长,爆发成长,运气成长,体力成长,毒附加成长,眠附加成长,麻附加成长,爆破附加成长
401022,超电导弩炮,365天时装武器<BR>狩猎天团“暴走红莲”第一弩炮手的专用弩炮。追求最大火力进行了极限改装，一般的射手无法自如的掌握。弩身燃烧的红色烈焰，彰显出“红莲”的意志。,1,4,ep_ma007_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,0,31536000,,350289,350289,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401023,超电导弩炮,无时限时装武器<BR>狩猎天团“暴走红莲”第一弩炮手的专用弩炮。追求最大火力进行了极限改装，一般的射手无法自如的掌握。弩身燃烧的红色烈焰，彰显出“红莲”的意志。,1,4,ep_ma007_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,401023,0,,350289,350289,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51122,御一门+蓄能枪管,吞渊龙素材装置的弩炮，由恐怖的巨型船炮转化而来，规模缩小但威力未减分毫。,45,2,ep_nb4_08,1,1,1,2,1,5,2,0,0,1,0,0,180000,1800,0,0,0,,350018,350018,45,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,150,0,-10,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,中,,,100,,,,,,通常弹1级,9,,小,通常弹2级,8,蓄力,中,通常弹3级,7,蓄力,中,贯通弹1级,6,,中,贯通弹2级,5,,大,散弹1级,6,,中,散弹2级,5,,中,散弹3级,5,蓄力,大,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
402820,超电导弩炮·S,7天时装武器<BR>S级超电导弩炮，狩猎天团“暴走红莲”第一弩炮手的专用弩炮。追求最大火力进行了极限改装，一般的射手无法自如的掌握。弩身燃烧的红色烈焰，彰显出“红莲”的意志。,1,4,ep_ma007_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,0,604800,,350330,350330,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402821,超电导弩炮·S,30天时装武器<BR>S级超电导弩炮，狩猎天团“暴走红莲”第一弩炮手的专用弩炮。追求最大火力进行了极限改装，一般的射手无法自如的掌握。弩身燃烧的红色烈焰，彰显出“红莲”的意志。,1,4,ep_ma007_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,0,2592000,,350330,350330,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402822,超电导弩炮·S,365天时装武器<BR>S级超电导弩炮，狩猎天团“暴走红莲”第一弩炮手的专用弩炮。追求最大火力进行了极限改装，一般的射手无法自如的掌握。弩身燃烧的红色烈焰，彰显出“红莲”的意志。,1,4,ep_ma007_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,0,31536000,,350330,350330,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402823,超电导弩炮·S,无时限时装武器<BR>S级超电导弩炮，狩猎天团“暴走红莲”第一弩炮手的专用弩炮。追求最大火力进行了极限改装，一般的射手无法自如的掌握。弩身燃烧的红色烈焰，彰显出“红莲”的意志。,1,4,ep_ma007_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,402823,0,,350330,350330,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51163,Scintillator,,1,5,ep_xhl_08,1,1,1,2,1,5,2,0,0,1,0,0,150000,750,0,0,0,,350025,350025,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,1,10,143,0,0,0,0,0,0,0,0,0,0,4000000,4000000,4000000,300,0,0,143,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,中,,,100,,,,,,通常弹1级,8,,小,通常弹2级,5,速射2发,中,散弹1级,3,,中,火焰弹,8,速射2发,小,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,10146,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,4.24,,,,4.24,,,,,,,,,,,,,,,,
51164,咆哮之贲+蓄能枪管,轰龙头壳制成的弩炮，搭载蓄能枪管，迸射子弹的那一刻仿佛听到了龙的咆哮。,55,3,ep_hl_08,1,1,1,2,1,5,2,0,0,1,0,0,300000,3000,0,0,0,,350028,350028,55,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,187,0,-15,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,快,,,100,,,,,,通常弹1级,10,蓄力,小,通常弹2级,8,,小,通常弹3级,8,,小,贯通弹2级,6,,中,贯通弹3级,6,蓄力,中,散弹2级,6,蓄力,小,散弹3级,6,,中,彻甲榴弹2级,3,,中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
404620,惊天弩炮·S,7天时装武器<BR>S级惊天弩炮，为驱赶上古巨兽而打造。攻击时震耳欲聋的爆竹声，对上古巨兽有着绝对的威慑。精致的琉璃灯笼和弩身上的雕文，优雅独特，别具匠心。,1,4,ep_ma020_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,,604800,,350370,350370,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404621,惊天弩炮·S,30天时装武器<BR>S级惊天弩炮，为驱赶上古巨兽而打造。攻击时震耳欲聋的爆竹声，对上古巨兽有着绝对的威慑。精致的琉璃灯笼和弩身上的雕文，优雅独特，别具匠心。,1,4,ep_ma020_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,,2592000,,350370,350370,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404622,惊天弩炮·S,365天时装武器<BR>S级惊天弩炮，为驱赶上古巨兽而打造。攻击时震耳欲聋的爆竹声，对上古巨兽有着绝对的威慑。精致的琉璃灯笼和弩身上的雕文，优雅独特，别具匠心。,1,4,ep_ma020_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,,31536000,,350370,350370,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404623,惊天弩炮·S,无时限时装武器<BR>S级惊天弩炮，为驱赶上古巨兽而打造。攻击时震耳欲聋的爆竹声，对上古巨兽有着绝对的威慑。精致的琉璃灯笼和弩身上的雕文，优雅独特，别具匠心。,1,4,ep_ma020_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,402823,0,,350370,350370,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405220,惊天弩炮,7天时装武器<BR>为驱赶上古巨兽而打造的惊天弩炮。攻击时震耳欲聋的爆竹声，对上古巨兽有着绝对的威慑。精致的琉璃灯笼和弩身上的雕文，优雅独特，别具匠心。,1,4,ep_ma020_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,0,604800,,350278,350278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405221,惊天弩炮,30天时装武器<BR>为驱赶上古巨兽而打造的惊天弩炮。攻击时震耳欲聋的爆竹声，对上古巨兽有着绝对的威慑。精致的琉璃灯笼和弩身上的雕文，优雅独特，别具匠心。,1,4,ep_ma020_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,0,2592000,,350278,350278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405222,惊天弩炮,365天时装武器<BR>为驱赶上古巨兽而打造的惊天弩炮。攻击时震耳欲聋的爆竹声，对上古巨兽有着绝对的威慑。精致的琉璃灯笼和弩身上的雕文，优雅独特，别具匠心。,1,4,ep_ma020_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,0,31536000,,350278,350278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405223,惊天弩炮,无时限时装武器<BR>为驱赶上古巨兽而打造的惊天弩炮。攻击时震耳欲聋的爆竹声，对上古巨兽有着绝对的威慑。精致的琉璃灯笼和弩身上的雕文，优雅独特，别具匠心。,1,4,ep_ma020_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,401023,0,,350278,350278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51165,激射水炮+蓄能枪管,独具水源之力的水龙弩炮，操作时能感受到巨浪翻腾。,60,3,ep_sl_08,1,1,1,2,1,5,2,0,0,1,0,0,400000,4000,0,0,0,,350016,350016,60,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,185,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,185,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,快,,,100,,,,,,通常弹1级,10,蓄力,小,通常弹2级,8,蓄力,小,通常弹3级,8,,小,贯通弹2级,6,,小,散弹1级,6,,小,散弹2级,6,蓄力,小,散弹3级,6,,小,水冷弹,6,,小,致眠弹,6,,小,麻痹弹,6,,小,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
51171,决斗重炮+蓄能枪管,装置了威风凛凛的两只大角，是用弩高手们心爱的武器。,60,3,ep_sjl_08,1,1,1,2,1,5,2,0,0,1,0,0,400000,4000,0,0,0,,350030,350030,60,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,1,1,15,0,99,1,0,0,10,201,0,-17,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,快,,,100,,,,,,通常弹1级,10,,小,通常弹2级,8,,小,通常弹3级,8,蓄力,中,散弹1级,6,蓄力,中,散弹3级,6,,中,贯通弹1级,6,蓄力,中,贯通弹2级,6,蓄力,大,贯通弹3级,6,,中,麻痹弹,6,,中,,,,,,,,,,,,,,,,,,,,,,,,,11,1,2,3,,,,1,,,,,,,Y,,,1,1,1,,,,,,,,,,,,85;90;95;100;105;110;115;120;2075;2010;2020;2030;2040;2050;2060;2070;2080;2090;2095;2100;2105;2110;2115;2120;2125;2130;2135;2140;2145;2150;2155;2160;2165;2170;2175;2180,,,,,,,,,,,,,,,,,,,,,
407820,PVP2弩,使用期限7天,1,4,ep_pvp002_u01_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,0,604800,,350405,350405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407821,PVP2弩,使用期限30天,1,4,ep_pvp002_u01_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,0,2592000,,350405,350405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407822,PVP2弩,使用期限365天,1,4,ep_pvp002_u01_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,0,31536000,,350405,350405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407823,PVP2弩,,1,4,ep_pvp002_u01_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,401023,0,,350405,350405,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408020,PVP2特效弩,使用期限7天,1,4,ep_pvp002_u01_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,0,604800,,350406,350406,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408021,PVP2特效弩,使用期限30天,1,4,ep_pvp002_u01_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,0,2592000,,350406,350406,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408022,PVP2特效弩,使用期限365天,1,4,ep_pvp002_u01_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,0,31536000,,350406,350406,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408023,PVP2特效弩,,1,4,ep_pvp002_u01_n,1,1,1,2,5,5,2,0,0,1,0,0,99999,1,1,402823,0,,350406,350406,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,99,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
