# 总表ID,物品名称,说明,物品等级,稀有度,图标ID,离开副本是否保留,RANK,物品主类,物品中类,物品子类,绑定类型,拥有上限,携带上限,堆叠上限,农场精算点数,可否摧毁,购买价格,出售价格,是否商城道具,可否分解,物品过期时间,物品过期Tag,模型资源(男),模型资源(女),角色等级需求,种族需求,星级职业需求,星级等级需求,需求技能1ID,需求技能1等级MIN,需求技能1等级MAX,需求技能2ID,需求技能2等级MIN,需求技能2等级MAX,猎团等级需求,宠物等级需求,性别需求,需求地区ID,需求LevelMode,需求关卡ID,物品使用次数,CD时间,共享CD组,副本中使用次数,CD下线是否保留,使用目标,动作技能,物品使用功能1名称,物品使用功能1参数1,物品使用功能1参数2,物品使用功能1参数3,物品使用功能2名称,物品使用功能2参数1,物品使用功能2参数2,物品使用功能2参数3,物品使用功能3名称,物品使用功能3参数1,物品使用功能3参数2,物品使用功能3参数3,物品使用功能4名称,物品使用功能4参数1,物品使用功能4参数2,物品使用功能4参数3,可否被偷窃,共享携带上限组ID,物品伤害信息,排序参数,商城索引ID,素材分类_1,素材价值_1,素材分类_2,素材价值_2,素材分类_3,素材价值_3,素材分类_4,素材价值_4,素材分类_5,素材价值_5,素材分类_6,素材价值_6,素材分类_7,素材价值_7,素材分类_8,素材价值_8,素材分类_9,素材价值_9,素材分类_10,素材价值_10,随机狩猎奖励点,解绑道具,解绑道具数量
1023,[Dragon Terran],"""<FONT COLOR=\""\#68A16A\"" >Use：解锁对应的见闻卡片</FONT><BR>""",1,4,prop_book_04,1,0,1,6,0,2,0,0,999,0,1,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,[Hero of 50 years ago],"""<FONT COLOR=\""\#68A16A\"" >Use：解锁对应的见闻卡片</FONT><BR>""",1,4,prop_book_04,1,0,1,6,0,2,0,0,999,0,1,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,[Artisan Continent],"""<FONT COLOR=\""\#68A16A\"" >Use：解锁对应的见闻卡片</FONT><BR>""",1,4,prop_book_04,1,0,1,6,0,2,0,0,999,0,1,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,[Cooking Style],"""<FONT COLOR=\""\#68A16A\"" >Use：解锁对应的见闻卡片</FONT><BR>""",1,4,prop_book_04,1,0,1,6,0,2,0,0,999,0,1,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,[Ultimate Barbecue],"""<FONT COLOR=\""\#68A16A\"" >Use：解锁对应的见闻卡片</FONT><BR>""",1,4,prop_book_04,1,0,1,6,0,2,0,0,999,0,1,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,[Palico Family],"""<FONT COLOR=\""\#68A16A\"" >Use：解锁对应的见闻卡片</FONT><BR>""",1,4,prop_book_04,1,0,1,6,0,2,0,0,999,0,1,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,[Guild Founding Record],"""<FONT COLOR=\""\#68A16A\"" >Use：解锁对应的见闻卡片</FONT><BR>""",1,4,prop_book_04,1,0,1,6,0,2,0,0,999,0,1,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,[Hotelier's Manual],"""<FONT COLOR=\""\#68A16A\"" >Use：解锁对应的见闻卡片</FONT><BR>""",1,4,prop_book_04,1,0,1,6,0,2,0,0,999,0,1,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,[Concerning Western],"""<FONT COLOR=\""\#68A16A\"" >Use：解锁对应的见闻卡片</FONT><BR>""",1,4,prop_book_04,1,0,1,6,0,2,0,0,999,0,1,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,[Royal Hunting Group],"""<FONT COLOR=\""\#68A16A\"" >Use：解锁对应的见闻卡片</FONT><BR>""",1,4,prop_book_04,1,0,1,6,0,2,0,0,999,0,1,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,[Tradition of Heroes],"""<FONT COLOR=\""\#68A16A\"" >Use：解锁对应的见闻卡片</FONT><BR>""",1,4,prop_book_04,1,0,1,6,0,2,0,0,999,0,1,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,[Legendary Hunter],"""<FONT COLOR=\""\#68A16A\"" >Use：解锁对应的见闻卡片</FONT><BR>""",1,4,prop_book_04,1,0,1,6,0,2,0,0,999,0,1,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,[History of Destruction],"""<FONT COLOR=\""\#68A16A\"" >Use：解锁对应的见闻卡片</FONT><BR>""",1,4,prop_book_04,1,0,1,6,0,2,0,0,999,0,1,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1035,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,[Herbert's Travel Notes],"""<FONT COLOR=\""\#68A16A\"" >Use：解锁对应的见闻卡片</FONT><BR>""",1,4,prop_book_04,1,0,1,6,0,2,0,0,999,0,1,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1036,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,[Ba Shi's hall],"""<FONT COLOR=\""\#68A16A\"" >Use：解锁对应的见闻卡片</FONT><BR>""",1,4,prop_book_04,1,0,1,6,0,2,0,0,999,0,1,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,[Death Knell Split the Air],"""<FONT COLOR=\""\#68A16A\"" >Use：解锁对应的见闻卡片</FONT><BR>""",1,4,prop_book_04,1,0,1,6,0,2,0,0,999,0,1,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1038,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,『Kagu-tsuchi Volcano』,"""<FONT COLOR=\""\#68A16A\"" >Use：解锁对应的见闻卡片</FONT><BR>""",1,4,prop_book_04,1,0,1,6,0,2,0,0,999,0,1,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,『Pinkie's Account』,"""<FONT COLOR=\""\#68A16A\"" >Use：解锁对应的见闻卡片</FONT><BR>""",1,4,prop_book_04,1,0,1,6,0,2,0,0,999,0,1,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,『Hunter's Thanksgiving』,"""<FONT COLOR=\""\#68A16A\"" >Use：解锁对应的见闻卡片</FONT><BR>""",1,4,prop_book_04,1,0,1,6,0,2,0,0,999,0,1,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,『Forgotten Secret』,"""<FONT COLOR=\""\#68A16A\"" >Use：解锁对应的见闻卡片</FONT><BR>""",1,4,prop_book_04,1,0,1,6,0,2,0,0,999,0,1,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,『Knights of Wang』,"""<FONT COLOR=\""\#68A16A\"" >Use：解锁对应的见闻卡片</FONT><BR>""",1,4,prop_book_04,1,0,1,6,0,2,0,0,999,0,1,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1043,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,『Denier』,"""<FONT COLOR=\""\#68A16A\"" >Use：解锁对应的见闻卡片</FONT><BR>""",1,4,prop_book_04,1,0,1,6,0,2,0,0,999,0,1,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,『Wonderland』,"""<FONT COLOR=\""\#68A16A\"" >Use：解锁对应的见闻卡片</FONT><BR>""",1,4,prop_book_04,1,0,1,6,0,2,0,0,999,0,1,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,『Sacred Grove』,"""<FONT COLOR=\""\#68A16A\"" >Use：解锁对应的见闻卡片</FONT><BR>""",1,4,prop_book_04,1,0,1,6,0,2,0,0,999,0,1,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1046,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,随机喵礼包,"""<FONT COLOR=\""\#68A16A\"" >Use：Get 随机一只粉色品质的猫</FONT><BR>""",1,5,bag_07,1,0,1,1,9,2,0,0,999,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,5023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,Monopoly Reward·Fine,"""<FONT COLOR=\""\#68A16A\"" >Use：Get  超级行者称号、和城镇移动速度加成buff</FONT><BR>""",1,5,bag_07,1,0,1,1,9,2,0,0,999,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,Monopoly Reward·One,"""<FONT COLOR=\""\#68A16A\"" >Use：Get  Hunting Soul Point×10、Silver zennys×5000、猎装素材精华×40、赏金雇佣券×1、Supply Voucher×1、梅杰波尔坦硬币×2</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Monopoly - 2 laps completed</FONT><BR>""",1,5,bag_07,1,0,1,1,9,2,0,0,999,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,3823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1101,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,Monopoly Reward·Two,"""<FONT COLOR=\""\#68A16A\"" >Use：Get Hunting Soul Point×10、Legendary Talisman包×1、Silver zennys×5000、Hunter Set Token×2、Monster Material box×1、Accomodation Book×2</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Monopoly - 4 laps completed</FONT><BR>""",1,5,bag_07,1,0,1,1,9,2,0,0,999,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,3824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1102,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,Monopoly Reward·Three,"""<FONT COLOR=\""\#68A16A\"" >Use：Get Hunting Soul Point×10、Meow Skill Coupon×1、Silver zennys×5000、Hunter Set Token×2、Monster Material box×1、Jewelry jade×1</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Monopoly - 6 laps completed</FONT><BR>""",1,5,bag_07,1,0,1,1,9,2,0,0,999,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,3825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1103,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,Monopoly Reward·Four,"""<FONT COLOR=\""\#68A16A\"" >Use：Get  Hunting Soul Point×10、Meow Skill Coupon×1、Silver zennys×5000、幻喵玉×3、Hunter Set Token×2、Jewelry jade×2</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Monopoly - 8 laps completed</FONT><BR>""",1,5,bag_07,1,0,1,1,9,2,0,0,999,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,3826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,Monopoly Reward·Five,"""<FONT COLOR=\""\#68A16A\"" >Use：Get Hunting Soul Point×10、Copy Jewel×1、Silver zennys×5000、幻喵玉×3、Monster Material box×2、Hunter Set Token×2</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Monopoly - 10 laps completed</FONT><BR>""",1,5,bag_07,1,0,1,1,9,2,0,0,999,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,3827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1105,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,Monopoly Dice,"""<FONT COLOR=\""\#68A16A\"" >An exclusive item for the monopoly event. Join and start rolling the dice to win prizes.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Monopoly</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">A small six sided dice. Use it while the event last.</FONT>""",1,4,item_icon_dice,1,0,1,1,0,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,Monopoly Reward·One,"""<FONT COLOR=\""\#68A16A\"" >Use：Get  Hunting Soul Point×10、Silver zennys×2000、猎装素材精华×40、赏金雇佣券×1、Supply Voucher×1、梅杰波尔坦硬币×2</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Monopoly - 2 laps completed</FONT><BR>""",1,5,bag_07,1,0,1,1,9,2,0,0,999,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,5518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,Monopoly Reward·Two,"""<FONT COLOR=\""\#68A16A\"" >Use：Get Hunting Soul Point×15、Legendary Talisman包×1、Silver zennys×3000、Hunter Set Token×2、Monster Material box×1、Accomodation Book×2</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Monopoly - 4 laps completed</FONT><BR>""",1,5,bag_07,1,0,1,1,9,2,0,0,999,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,5519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,Monopoly Reward·Three,"""<FONT COLOR=\""\#68A16A\"" >Use：Get Hunting Soul Point×10、Meow Skill Coupon×1、Silver zennys×5000、Hunter Set Token×2、Monster Material box×1、Jewelry jade×1、PvP Ticket×2</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Monopoly - 6 laps completed</FONT><BR>""",1,5,bag_07,1,0,1,1,9,2,0,0,999,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,5520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,Monopoly Reward·Four,"""<FONT COLOR=\""\#68A16A\"" >Use：Get Hunting Soul Point×20、Meow Skill Coupon×1、Silver zennys×6000、墨喵玉×3、Hunter Set Token×2、Jewelry jade×2</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Monopoly - 8 laps completed</FONT><BR>""",1,5,bag_07,1,0,1,1,9,2,0,0,999,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,5521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1114,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,Monopoly Reward·Five,"""<FONT COLOR=\""\#68A16A\"" >Use：Get Hunting Soul Point×20、Copy Jewel×1、Silver zennys×8000、墨喵玉×3、Monster Material box×2、Hunter Set Token×2</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source: Monopoly - 10 laps completed</FONT><BR>""",1,5,bag_07,1,0,1,1,9,2,0,0,999,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,5522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1115,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,梅城冒险骰子（11期）,"""<FONT COLOR=\""\#68A16A\"" >An exclusive item for the monopoly event. Join and start rolling the dice to win prizes.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Monopoly</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">A small six sided dice. Use it while the event last.</FONT>""",1,4,item_icon_dice,1,0,1,1,0,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,梅城冒险骰子（12期）,"""<FONT COLOR=\""\#68A16A\"" >An exclusive item for the monopoly event. Join and start rolling the dice to win prizes.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Monopoly</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">A small six sided dice. Use it while the event last.</FONT>""",1,4,item_icon_dice,1,0,1,1,0,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1121,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,梅城冒险骰子（13期）,"""<FONT COLOR=\""\#68A16A\"" >An exclusive item for the monopoly event. Join and start rolling the dice to win prizes.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Monopoly</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">A small six sided dice. Use it while the event last.</FONT>""",1,4,item_icon_dice,1,0,1,1,0,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,Monopoly Dice (3),"""<FONT COLOR=\""\#68A16A\"" >An exclusive item for the monopoly event. Join and start rolling the dice to win prizes.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Monopoly</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">A small six sided dice. Use it while the event last.</FONT>""",1,4,item_icon_dice,1,0,1,1,0,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,Monopoly Dice (4),"""<FONT COLOR=\""\#68A16A\"" >An exclusive item for the monopoly event. Join and start rolling the dice to win prizes.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Monopoly</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">A small six sided dice. Use it while the event last.</FONT>""",1,4,item_icon_dice,1,0,1,1,0,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1124,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,Monopoly Dice (5),"""<FONT COLOR=\""\#68A16A\"" >An exclusive item for the monopoly event. Join and start rolling the dice to win prizes.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Monopoly</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">A small six sided dice. Use it while the event last.</FONT>""",1,4,item_icon_dice,1,0,1,1,0,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,Monopoly Dice (6),"""<FONT COLOR=\""\#68A16A\"" >An exclusive item for the monopoly event. Join and start rolling the dice to win prizes.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Monopoly</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">A small six sided dice. Use it while the event last.</FONT>""",1,4,item_icon_dice,1,0,1,1,0,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1126,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,Monopoly Dice (7),"""<FONT COLOR=\""\#68A16A\"" >An exclusive item for the monopoly event. Join and start rolling the dice to win prizes.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Monopoly</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">A small six sided dice. Use it while the event last.</FONT>""",1,4,item_icon_dice,1,0,1,1,0,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1127,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,Monopoly Dice (8),"""<FONT COLOR=\""\#68A16A\"" >An exclusive item for the monopoly event. Join and start rolling the dice to win prizes.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Monopoly</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">A small six sided dice. Use it while the event last.</FONT>""",1,4,item_icon_dice,1,0,1,1,0,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,Monopoly Dice (9),"""<FONT COLOR=\""\#68A16A\"" >An exclusive item for the monopoly event. Join and start rolling the dice to win prizes.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Monopoly</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">A small six sided dice. Use it while the event last.</FONT>""",1,4,item_icon_dice,1,0,1,1,0,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1129,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,Monopoly Dice (10),"""<FONT COLOR=\""\#68A16A\"" >An exclusive item for the monopoly event. Join and start rolling the dice to win prizes.</FONT><BR><FONT COLOR=\""\#6285C6\"" >Source：Monopoly</FONT><BR><BR><FONT COLOR=\""\#C6B262\"">A small six sided dice. Use it while the event last.</FONT>""",1,4,item_icon_dice,1,0,1,1,0,2,0,0,999,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,Ultimate eater package,"""<FONT COLOR=\""\#68A16A\"" >Use：Get [Death Eater] title</FONT><BR>""",1,5,bag_07,1,0,1,1,9,2,0,0,999,0,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,4002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,Upgrade Package【Lv130】,"""<FONT COLOR=\""\#68A16A\"" >Use：Get  Potion*5、Well-Done Steak*5、Bugnet*5、Pickaxe*5、Material Dissolvent*5、【精算】秘密的口袋*1</FONT><BR>""",130,5,bag_07,1,0,1,1,9,2,0,0,999,0,1,0,0,0,0,0,,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,,0,0,0,执行开包,3828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160,,,,,,,,,,,,,,,,,,,,,,,,,,
